💡📝🖥️🟢 Ah, good, we're entering 'action_check_dependancies'! Let's examine the raw materials, shall we? | main.py | 20250825.013130.2 Function: action_check_dependancies
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 098/PEAK'. Storing in buffer. Payload: {"value": "\"-100\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 098/FUTURE 1'. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 098/FUTURE 1'. Storing in buffer. Payload: {"value": "\"FUTURE 1\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 098/FUTURE 2'. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 098/FUTURE 2'. Storing in buffer. Payload: {"value": "\"FUTURE 2\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 098/FUTURE 3'. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 098/FUTURE 3'. Storing in buffer. Payload: {"value": "\"FUTURE 3\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 098/FUTURE 4'. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 098/FUTURE 4'. Storing in buffer. Payload: {"value": "\"FUTURE 4\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 099/Active'. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 099/Active'. Storing in buffer. Payload: {"value": "true"} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🛠️🟢 Processing buffer and commencing pivoting and flattening! | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility._flush_buffer
💡📝🛠️🔍 The data buffer has been wiped clean. A fresh start for our experiments! | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.clear_buffer
💡📝🛠️✅ Behold! I have transmogrified the data! The final payload is below. | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility._flush_buffer
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 099/ZONE'. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 099/ZONE'. Storing in buffer. Payload: {"value": "\"10.SYS.1.GOULD MICS\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 099/GROUP'. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 099/GROUP'. Storing in buffer. Payload: {"value": "\"GROUP NAME\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 099/DEVICE.1'. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 099/DEVICE.1'. Storing in buffer. Payload: {"value": "\"Sennheiser - SR 2050 - Bw\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 099/NAME'. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 099/NAME'. Storing in buffer. Payload: {"value": "\"Sennheiser - IEM - 4\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 099/NICKNAKE'. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 099/NICKNAKE'. Storing in buffer. Payload: {"value": "\"nickname\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 099/icon '. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 099/icon '. Storing in buffer. Payload: {"value": "\"icon \""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 099/FREQ'. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 099/FREQ'. Storing in buffer. Payload: {"value": "\"659.15\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 099/PEAK'. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 099/PEAK'. Storing in buffer. Payload: {"value": "\"-100\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 099/FUTURE 1'. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 099/FUTURE 1'. Storing in buffer. Payload: {"value": "\"FUTURE 1\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 099/FUTURE 2'. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 099/FUTURE 2'. Storing in buffer. Payload: {"value": "\"FUTURE 2\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 099/FUTURE 3'. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 099/FUTURE 3'. Storing in buffer. Payload: {"value": "\"FUTURE 3\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 099/FUTURE 4'. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 099/FUTURE 4'. Storing in buffer. Payload: {"value": "\"FUTURE 4\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 100/Active'. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 100/Active'. Storing in buffer. Payload: {"value": "true"} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🛠️🟢 Processing buffer and commencing pivoting and flattening! | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility._flush_buffer
💡📝🛠️🔍 The data buffer has been wiped clean. A fresh start for our experiments! | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.clear_buffer
💡📝🛠️✅ Behold! I have transmogrified the data! The final payload is below. | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility._flush_buffer
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 100/ZONE'. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 100/ZONE'. Storing in buffer. Payload: {"value": "\"05.ST.54.FLOOR.E.SRC NEWS\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 100/GROUP'. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 100/GROUP'. Storing in buffer. Payload: {"value": "\"GROUP NAME\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 100/DEVICE.1'. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 100/DEVICE.1'. Storing in buffer. Payload: {"value": "\"Sennheiser - SR 2000 - Bw\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 100/NAME'. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 100/NAME'. Storing in buffer. Payload: {"value": "\"Sennheiser - IEM 1\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 100/NICKNAKE'. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 100/NICKNAKE'. Storing in buffer. Payload: {"value": "\"nickname\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 100/icon '. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 100/icon '. Storing in buffer. Payload: {"value": "\"icon \""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 100/FREQ'. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 100/FREQ'. Storing in buffer. Payload: {"value": "\"654.175\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 100/PEAK'. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 100/PEAK'. Storing in buffer. Payload: {"value": "\"-100\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 100/FUTURE 1'. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 100/FUTURE 1'. Storing in buffer. Payload: {"value": "\"FUTURE 1\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 100/FUTURE 2'. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 100/FUTURE 2'. Storing in buffer. Payload: {"value": "\"FUTURE 2\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 100/FUTURE 3'. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 100/FUTURE 3'. Storing in buffer. Payload: {"value": "\"FUTURE 3\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 100/FUTURE 4'. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 100/FUTURE 4'. Storing in buffer. Payload: {"value": "\"FUTURE 4\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 101/Active'. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 101/Active'. Storing in buffer. Payload: {"value": "true"} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🛠️🟢 Processing buffer and commencing pivoting and flattening! | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility._flush_buffer
💡📝🛠️🔍 The data buffer has been wiped clean. A fresh start for our experiments! | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.clear_buffer
💡📝🛠️✅ Behold! I have transmogrified the data! The final payload is below. | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility._flush_buffer
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 101/ZONE'. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 101/ZONE'. Storing in buffer. Payload: {"value": "\"05.ST.54.FLOOR.E.SRC NEWS\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 101/GROUP'. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 101/GROUP'. Storing in buffer. Payload: {"value": "\"GROUP NAME\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 101/DEVICE.1'. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 101/DEVICE.1'. Storing in buffer. Payload: {"value": "\"Sennheiser - SR 2000 - Bw\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 101/NAME'. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 101/NAME'. Storing in buffer. Payload: {"value": "\"Sennheiser - IEM 2\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 101/NICKNAKE'. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 101/NICKNAKE'. Storing in buffer. Payload: {"value": "\"nickname\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 101/icon '. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 101/icon '. Storing in buffer. Payload: {"value": "\"icon \""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 101/FREQ'. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 101/FREQ'. Storing in buffer. Payload: {"value": "\"659.425\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 101/PEAK'. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 101/PEAK'. Storing in buffer. Payload: {"value": "\"-100\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 101/FUTURE 1'. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 101/FUTURE 1'. Storing in buffer. Payload: {"value": "\"FUTURE 1\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 101/FUTURE 2'. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 101/FUTURE 2'. Storing in buffer. Payload: {"value": "\"FUTURE 2\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 101/FUTURE 3'. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 101/FUTURE 3'. Storing in buffer. Payload: {"value": "\"FUTURE 3\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 101/FUTURE 4'. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 101/FUTURE 4'. Storing in buffer. Payload: {"value": "\"FUTURE 4\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 102/Active'. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 102/Active'. Storing in buffer. Payload: {"value": "true"} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🛠️🟢 Processing buffer and commencing pivoting and flattening! | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility._flush_buffer
💡📝🛠️🔍 The data buffer has been wiped clean. A fresh start for our experiments! | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.clear_buffer
💡📝🛠️✅ Behold! I have transmogrified the data! The final payload is below. | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility._flush_buffer
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 102/ZONE'. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 102/ZONE'. Storing in buffer. Payload: {"value": "\"05.ST.54.FLOOR.E.SRC NEWS\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 102/GROUP'. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 102/GROUP'. Storing in buffer. Payload: {"value": "\"GROUP NAME\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 102/DEVICE.1'. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 102/DEVICE.1'. Storing in buffer. Payload: {"value": "\"Sennheiser - SR 2000 - Gw\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 102/NAME'. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 102/NAME'. Storing in buffer. Payload: {"value": "\"Sennheiser - IEM 3\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 102/NICKNAKE'. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 102/NICKNAKE'. Storing in buffer. Payload: {"value": "\"nickname\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 102/icon '. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 102/icon '. Storing in buffer. Payload: {"value": "\"icon \""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 102/FREQ'. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
